"SYSZEIT";"ISOZEIT";"INTZEIT";"DATEI";"DRU_RL0_1_N";"DRU_RL0_1_O";"DRU_RL0_1_S";"DRU_RL0_1_W";"DRU_RL1_2_N";"DRU_RL1_2_O";"DRU_RL1_2_S";"DRU_RL1_2_W";"DRU_RL2_3_N";"DRU_RL2_3_O";"DRU_RL2_3_S";"DRU_RL2_3_W";"DRU_RL3_4_N";"DRU_RL3_4_O";"DRU_RL3_4_S";"DRU_RL3_4_W";"DRU_RL4_5_N";"DRU_RL4_5_O";"DRU_RL4_5_S";"DRU_RL4_5_W";"DRU_RL6_7_N";"DRU_RL6_7_O";"DRU_RL6_7_S";"DRU_RL6_7_W";"DRU_RL8_9_N";"DRU_RL8_9_O";"DRU_RL8_9_S";"DRU_RL8_9_W";"DRU_RL0_1_MW";"DRU_RL1_2_MW";"DRU_RL2_3_MW";"DRU_RL3_4_MW";"DRU_RL4_5_MW";"DRU_RL6_7_MW";"DRU_RL8_9_MW";"DDRU_RL0_REL";"DDRU_RL0_1_REL";"DDRU_RL2_REL";"DDRU_RL3_REL";"DDRU_RL4_REL";"DDRU_RL5_6_REL";"DDRU_RL7_8_REL";"DDRU_RL9_REL";"DRU_MW";"DRU_GG"
7.7.2020 10:50:16;7.7.2020 10:45:00;"2020070710145";"5MI";"3,3266784";"3,3289932";"3,3292826";"3,3428821";"3,3162617";"3,3336228";"3,3431714";"3,304109";"3,1244214";"3,1623265";"3,0147571";"3,0792826";"2,9068288";"2,8995951";"2,9074075";"2,91522";"2,8434608";"2,836227";"2,8472223";"2,851852";"2,7809608";"2,8125002";"2,7809608";"2,7884839";"2,6669562";"2,6788196";"2,6727432";"2,6721645";"3,3319591";"3,3242912";"3,0951969";"2,9072629";"2,8446905";"2,7907264";"2,6726709";"30,0397932";"30,5658896";"15,7182115";"12,894194";"4,2931064";"3,702489";"8,0998144";"24,7262949";"3,7697917";"2,312283"
7.7.2020 10:55:33;7.7.2020 10:50:00;"2020070710150";"5MI";"3,3544562";"3,3535882";"3,3547455";"3,3689237";"3,3553242";"3,3718174";"3,3752895";"3,3417247";"3,2329284";"3,2433451";"3,0810187";"3,1406251";"2,9852432";"2,9733798";"2,981771";"2,9936344";"2,9224538";"2,9149307";"2,9247686";"2,9296876";"2,8616899";"2,8232061";"2,8616899";"2,8692131";"2,7473959";"2,7609955";"2,7534724";"2,7540511";"3,3579284";"3,361039";"3,1744793";"2,9835071";"2,9229602";"2,8539498";"2,7539787";"31,5681218";"31,34721";"13,2492918";"13,5626633";"4,299983";"4,9010527";"7,0998521";"25,5399471";"3,8024306";"2,3943576"
7.7.2020 11:00:15;7.7.2020 10:55:00;"2020070710155";"5MI";"3,3272571";"3,3301507";"3,3318868";"3,3457756";"3,315683";"3,3388311";"3,351852";"3,3130789";"3,2002317";"3,1947339";"3,0489006";"3,1024307";"2,945602";"2,9325812";"2,9409723";"2,9476274";"2,8796297";"2,8721066";"2,8810765";"2,8845487";"2,8153936";"2,8061344";"2,815683";"2,8232061";"2,6982061";"2,7118057";"2,7051506";"2,70544";"3,3337676";"3,3298613";"3,1365742";"2,9416957";"2,8793404";"2,8151043";"2,7051506";"30,4483854";"30,7168933";"13,2860014";"13,3953897";"4,2861246";"4,4154054";"7,5579023";"26,3422833";"3,7767361";"2,3219184"
7.7.2020 11:05:15;7.7.2020 11:00:00;"2020070711100";"5MI";"3,3368057";"3,3388312";"3,3391205";"3,3547455";"3,3246529";"3,3394099";"3,3504053";"3,3220488";"3,2146993";"3,1944446";"3,0778358";"3,14294";"2,9713544";"2,9609376";"2,9725117";"2,9855325";"2,9111691";"2,9033566";"2,9134839";"2,918403";"2,846933";"2,8640048";"2,8483797";"2,8547455";"2,7358219";"2,7462386";"2,742477";"2,7418983";"3,3423757";"3,3341292";"3,1574799";"2,9725841";"2,9116032";"2,8535158";"2,741609";"30,8123946";"31,4059201";"12,7139821";"13,3075075";"4,388979";"4,1807251";"8,0542694";"25,9486169";"3,7704861";"2,3810764"
7.7.2020 11:10:07;7.7.2020 11:05:00;"2020070711105";"5MI";"3,2685187";"3,2714122";"3,2714122";"3,2861691";"3,2583914";"3,2803821";"3,2867478";"3,2552085";"3,1446761";"3,1354168";"3,0104169";"3,0778358";"2,9100118";"2,898727";"2,9097224";"2,9233219";"2,8492479";"2,8414353";"2,8515626";"2,8561922";"2,7838543";"2,7719909";"2,785301";"2,7934029";"2,666088";"2,6793983";"2,6733219";"2,6730325";"3,2743781";"3,2701825";"3,0920864";"2,9104458";"2,8496095";"2,7836373";"2,6729602";"31,0461041";"31,3434118";"12,6202064";"12,871376";"4,3109684";"4,6749074";"7,8427761";"26,3363539";"3,7125001";"2,3013021"
7.7.2020 11:15:11;7.7.2020 11:10:00;"2020070711110";"5MI";"3,2821182";"3,284433";"3,284433";"3,29919";"3,2731484";"3,2922455";"3,2974539";"3,2693868";"3,1276043";"3,1423612";"3,0089701";"3,0830441";"2,9105904";"2,9004632";"2,9117479";"2,9244794";"2,8521413";"2,8443288";"2,8559029";"2,8582177";"2,7876158";"2,794271";"2,7899307";"2,7974538";"2,6753474";"2,6883682";"2,6834493";"2,6831599";"3,2875436";"3,2830587";"3,0904949";"2,9118202";"2,8526477";"2,7923178";"2,6825812";"31,0302094";"31,3503708";"13,7464575";"12,7549632";"4,2241182";"4,306741";"7,8337128";"25,7836365";"3,7222225";"2,3213976"
7.7.2020 11:20:09;7.7.2020 11:15:00;"2020070711115";"5MI";"3,3599539";"3,3602432";"3,3611113";"3,3755788";"3,3608219";"3,3726853";"3,3857062";"3,3483798";"3,1889469";"3,2158566";"3,0868057";"3,1559609";"2,988426";"2,9771413";"2,987558";"3,0011576";"2,9296876";"2,9212964";"2,9322918";"2,9354748";"2,8657409";"2,8472223";"2,866609";"2,8744214";"2,754051";"2,7664932";"2,7615742";"2,7612849";"3,3642218";"3,3668983";"3,1618925";"2,9885707";"2,9296877";"2,8634984";"2,7608508";"31,6261324";"31,4370118";"14,4856397";"12,2468591";"4,1606526";"4,6769133";"7,2530443";"25,739879";"3,8118058";"2,3965711"
7.7.2020 11:25:00;7.7.2020 11:20:00;"2020070711120";"5MI";"3,3003473";"3,3032409";"3,3023728";"3,3165511";"3,2890627";"3,3084493";"3,3151043";"3,2769099";"3,107639";"3,1718752";"3,0199655";"3,0801506";"2,9198497";"2,9126158";"2,9178242";"2,9285303";"2,8590858";"2,8521413";"2,8614006";"2,8642941";"2,7928242";"2,8055557";"2,7945604";"2,8023728";"2,6762155";"2,6901043";"2,6837385";"2,6834492";"3,305628";"3,2973816";"3,0949076";"2,919705";"2,8592305";"2,7988283";"2,6833769";"30,3826677";"30,9572671";"14,1081488";"12,2079099";"4,2137916";"4,2087538";"8,044517";"26,2596118";"3,7416668";"2,3065104"
7.7.2020 11:30:06;7.7.2020 11:25:00;"2020070711125";"5MI";"3,3327548";"3,3347802";"3,3344909";"3,3489585";"3,3275465";"3,3391205";"3,3489584";"3,3151043";"3,1597224";"3,1854747";"3,0651043";"3,1192131";"2,9664353";"2,951389";"2,9600696";"2,9699076";"2,9030673";"2,893808";"2,9030673";"2,9065395";"2,835359";"2,8379631";"2,836227";"2,8443289";"2,7222223";"2,7343751";"2,7314817";"2,7303243";"3,3377461";"3,3326824";"3,1323786";"2,9619504";"2,9016205";"2,8384695";"2,7296009";"30,9677886";"31,323591";"14,0744074";"11,9751893";"4,2390988";"4,4373242";"7,6496853";"26,3007039";"3,7784727";"2,3552952"
7.7.2020 11:35:17;7.7.2020 11:30:00;"2020070711130";"5MI";"3,3174192";"3,3194447";"3,3203127";"3,3342015";"3,3104747";"3,3330441";"3,341146";"3,3038196";"3,1336807";"3,2037038";"3,096065";"3,133102";"2,9916089";"2,9800349";"2,9910302";"3,0026042";"2,9314238";"2,9233219";"2,9343173";"2,9380789";"2,8674769";"2,8437501";"2,8692131";"2,8761575";"2,7526043";"2,7656251";"2,7604168";"2,7607062";"3,3228445";"3,3221211";"3,1416379";"2,9913196";"2,9317855";"2,8641494";"2,7598381";"32,2150902";"32,2676397";"13,1107395";"10,9194876";"4,3247021";"4,9132511";"7,577427";"26,8867529";"3,7663193";"2,3897135"
7.7.2020 11:40:18;7.7.2020 11:35:00;"2020070711135";"5MI";"3,2792247";"3,2829863";"3,2818289";"3,2965858";"3,2656252";"3,2774886";"3,2919561";"3,2514469";"3,0428242";"3,1047455";"3,0196761";"3,054977";"2,9059608";"2,8932293";"2,9042247";"2,914352";"2,8454863";"2,8359377";"2,8478011";"2,8506945";"2,7795141";"2,8278358";"2,7798034";"2,7879053";"2,6660881";"2,6770834";"2,6736113";"2,6733219";"3,2851564";"3,2716292";"3,0555557";"2,9044417";"2,8449799";"2,7937647";"2,6725262";"31,1719602";"32,1352026";"15,3861212";"10,7604973";"4,2341447";"3,6469223";"8,6331283";"25,2039837";"3,7229168";"2,3185765"
7.7.2020 11:45:07;7.7.2020 11:40:00;"2020070711140";"5MI";"3,3156831";"3,3156831";"3,3159724";"3,3292826";"3,3153937";"3,3301507";"3,341146";"3,2989007";"3,1197918";"3,1548034";"3,0928821";"3,1128474";"2,9739585";"2,9600696";"2,9699076";"2,97772";"2,909433";"2,9016205";"2,9131946";"2,9146414";"2,8451969";"2,7934029";"2,8463543";"2,8535881";"2,7239585";"2,738426";"2,7323497";"2,7329284";"3,3191553";"3,3213978";"3,1200812";"2,9704139";"2,9097224";"2,8346356";"2,7319157";"32,1955461";"32,0359465";"14,3277862";"10,651884";"4,3194393";"5,3439588";"7,310618";"26,0103673";"3,7715279";"2,3664497"
7.7.2020 11:50:10;7.7.2020 11:45:00;"2020070711145";"5MI";"3,2789353";"3,2821182";"3,2821182";"3,2945603";"3,2708335";"3,2910881";"3,2910881";"3,2586807";"3,0818867";"3,1111112";"3,0335649";"3,0691552";"2,9314237";"2,9186923";"2,9256368";"2,9322918";"2,8663196";"2,8590858";"2,8700811";"2,8709492";"2,8026622";"2,8070025";"2,8032409";"2,8104747";"2,6846066";"2,6979168";"2,6918404";"2,6915511";"3,284433";"3,2779226";"3,0739295";"2,9270112";"2,8666089";"2,8058451";"2,6914787";"31,239201";"31,6986602";"14,3964274";"10,3684813";"4,2627781";"4,2882903";"8,0711925";"26,9141703";"3,7270832";"2,3101129"
7.7.2020 11:55:13;7.7.2020 11:50:00;"2020070711150";"5MI";"3,3631367";"3,3622687";"3,3608219";"3,3750002";"3,36169";"3,3790511";"3,3668983";"3,3414353";"3,1255789";"3,1724539";"3,0720487";"3,1284724";"2,9673035";"2,9586229";"2,9626737";"2,9701969";"2,9036459";"2,8952547";"2,9059607";"2,9079863";"2,8391205";"2,8492478";"2,8394099";"2,8457756";"2,7242478";"2,7364006";"2,7337965";"2,7323497";"3,3653069";"3,3622687";"3,1246385";"2,9646993";"2,9032119";"2,8433885";"2,7316987";"31,5156143";"31,7258123";"16,4404524";"11,0653983";"4,2540076";"4,1388837";"7,7272621";"24,6481837";"3,8208334";"2,375434"
7.7.2020 12:00:25;7.7.2020 11:55:00;"2020070711155";"5MI";"3,345197";"3,3480904";"3,3486691";"3,3628474";"3,3379631";"3,3587965";"3,3703705";"3,3315974";"3,1681137";"3,232639";"3,0969331";"3,143808";"2,9916089";"2,9872686";"2,9837964";"2,9910302";"2,9244793";"2,9186923";"2,9273728";"2,9282409";"2,8605326";"2,8272571";"2,86169";"2,8668983";"2,7378474";"2,7528936";"2,7453706";"2,7453705";"3,351201";"3,3496819";"3,1603735";"2,988426";"2,9246963";"2,8540945";"2,7453705";"31,3821642";"31,4862134";"12,9664815";"11,7773648";"4,3650994";"4,8357967";"7,446937";"27,1221072";"3,8093752";"2,3493924"
7.7.2020 12:05:08;7.7.2020 12:00:00;"2020070712100";"5MI";"3,3585071";"3,36169";"3,3642941";"3,3770256";"3,3492478";"3,3660303";"3,3877317";"3,3451969";"3,1640626";"3,2294562";"3,0998265";"3,1495951";"2,9722224";"2,9716436";"2,9742478";"2,9785881";"2,9068289";"2,9016205";"2,914352";"2,914352";"2,842014";"2,8463543";"2,8437501";"2,8495372";"2,7193289";"2,7335071";"2,7282988";"2,7271413";"3,3653792";"3,3620517";"3,1607351";"2,9741755";"2,9092884";"2,8454139";"2,727069";"31,1200391";"31,3388898";"13,2406586";"12,2700858";"4,2676458";"4,2010467";"7,7835827";"26,8980905";"3,8385415";"2,318099"
7.7.2020 12:10:09;7.7.2020 12:05:00;"2020070712105";"5MI";"3,3874423";"3,3903358";"3,3914932";"3,4056715";"3,3842595";"3,4013312";"3,4071183";"3,378183";"3,2719909";"3,3072918";"3,143808";"3,2016784";"3,0387732";"3,0312502";"3,0350118";"3,043403";"2,9722223";"2,9638312";"2,9765627";"2,9782987";"2,9056715";"2,9033567";"2,9068288";"2,9131945";"2,7841437";"2,7980325";"2,793403";"2,7925349";"3,3937357";"3,392723";"3,2311923";"3,0371096";"2,9727287";"2,9072629";"2,7920285";"31,198154";"31,2680917";"11,1554097";"13,4034708";"4,4461846";"4,5211085";"7,9581587";"27,247576";"3,845486";"2,3974827"
7.7.2020 12:15:15;7.7.2020 12:10:00;"2020070712110";"5MI";"3,2971644";"3,3029516";"3,304977";"3,3177085";"3,2795141";"3,3078706";"3,3162617";"3,2821182";"3,1519099";"3,1814238";"3,0127317";"3,0778358";"2,8981483";"2,8935187";"2,8949654";"2,9019099";"2,8318867";"2,8232062";"2,8356483";"2,8376737";"2,7647571";"2,7890627";"2,7647571";"2,7722802";"2,6420719";"2,6565395";"2,6524886";"2,6507525";"3,3057004";"3,2964412";"3,1059753";"2,8971356";"2,8321037";"2,7727143";"2,6504631";"31,0554014";"31,6713093";"12,6695016";"13,8916987";"4,3258229";"3,9504924";"8,1319636";"25,3592114";"3,7725692";"2,2692275"
7.7.2020 12:20:03;7.7.2020 12:15:00;"2020070712115";"5MI";"3,3220488";"3,3246529";"3,3260997";"3,3402779";"3,3159723";"3,3298613";"3,3399886";"3,3075812";"3,2115163";"3,2294562";"3,0850696";"3,1226853";"2,9565973";"2,9545718";"2,9565973";"2,961227";"2,8909145";"2,8836807";"2,8961228";"2,8969908";"2,8243635";"2,8217594";"2,8255209";"2,8339121";"2,706308";"2,7193289";"2,7158566";"2,7141204";"3,3282698";"3,3233509";"3,1621819";"2,9572484";"2,8919272";"2,826389";"2,7139035";"30,7365357";"31,0822271";"11,3266644";"14,402354";"4,5906552";"4,6059056";"7,9052765";"26,0869171";"3,7656251";"2,3427084"
7.7.2020 12:25:29;7.7.2020 12:20:00;"2020070712120";"5MI";"3,2948497";"3,2971645";"3,3015048";"3,314815";"3,2925349";"3,2983219";"3,3336228";"3,2928242";"3,201389";"3,1507525";"3,0743636";"3,1047454";"2,9502316";"2,9427084";"2,9487849";"2,9537038";"2,8851274";"2,877315";"2,8903358";"2,8917825";"2,8220487";"2,7974538";"2,8243635";"2,8315974";"2,7051506";"2,7193288";"2,7144099";"2,7135418";"3,3020835";"3,304326";"3,1328126";"2,9488572";"2,8861402";"2,8188659";"2,7131078";"33,1135048";"32,9512437";"12,4102372";"13,3105061";"4,5380294";"4,8677831";"7,6523648";"24,2698358";"3,7597226";"2,377691"
7.7.2020 12:30:13;7.7.2020 12:25:00;"2020070712125";"5MI";"3,2853011";"3,2881946";"3,289352";"3,3023729";"3,2774886";"3,2873266";"3,3072918";"3,2717015";"3,1629052";"3,107639";"3,0271993";"3,0651043";"2,8998844";"2,8874423";"2,8949654";"2,898727";"2,8310187";"2,8200233";"2,8342015";"2,836227";"2,7635997";"2,7795141";"2,7647571";"2,7734376";"2,6458334";"2,6588543";"2,6553821";"2,6533566";"3,2913052";"3,2859521";"3,090712";"2,8952548";"2,8303676";"2,7703271";"2,6533566";"30,6431856";"31,0148681";"13,5561336";"13,5712076";"4,5053222";"4,1688006";"8,1216294";"25,0620385";"3,7326389";"2,2924045"
7.7.2020 12:35:03;7.7.2020 12:30:00;"2020070712130";"5MI";"3,331308";"3,3342016";"3,3350696";"3,3483798";"3,3281252";"3,346065";"3,3492478";"3,3214701";"3,1524886";"3,1707177";"3,0662618";"3,1212385";"2,9490742";"2,9395256";"2,9473381";"2,9542825";"2,8842594";"2,8744214";"2,8883104";"2,8914932";"2,8188659";"2,8182872";"2,8200233";"2,8292826";"2,7065974";"2,7187501";"2,7158566";"2,7135418";"3,3372398";"3,336227";"3,1276767";"2,9475551";"2,8846211";"2,8216148";"2,7136865";"31,1982578";"31,2703237";"14,8394031";"12,8165581";"4,4780707";"4,4832152";"7,6796415";"24,4327877";"3,7756945";"2,3703125"
7.7.2020 12:40:10;7.7.2020 12:35:00;"2020070712135";"5MI";"3,3151043";"3,3165511";"3,3177085";"3,3307293";"3,3194447";"3,3318867";"3,3359377";"3,3096067";"3,1287618";"3,1304978";"3,0535302";"3,1119794";"2,9296876";"2,9212965";"2,9305558";"2,9380788";"2,8645835";"2,8561923";"2,8692131";"2,8729747";"2,7994793";"2,7740163";"2,8029515";"2,8101853";"2,6796877";"2,6958914";"2,689815";"2,6889469";"3,3200233";"3,324219";"3,1061923";"2,9299047";"2,8657409";"2,7966581";"2,6885853";"30,8842312";"30,5920654";"15,182201";"12,2757157";"4,4680202";"4,8105528";"7,5256057";"25,1458392";"3,7635418";"2,327474"
7.7.2020 12:45:10;7.7.2020 12:40:00;"2020070712140";"5MI";"3,3127895";"3,3168404";"3,3182873";"3,33044";"3,3061344";"3,3246529";"3,3301506";"3,3003474";"3,0992478";"3,1229747";"3,0318289";"3,0894098";"2,9074076";"2,8987271";"2,9071182";"2,9131946";"2,8399885";"2,8327548";"2,846065";"2,8492478";"2,7754631";"2,8020834";"2,7783567";"2,7844329";"2,6568289";"2,6704284";"2,6660882";"2,6649307";"3,3195893";"3,3153213";"3,0858653";"2,9066119";"2,842014";"2,785084";"2,6645691";"29,9110858";"30,2050786";"15,8056286";"12,3475205";"4,4497002";"3,9215119";"8,3014336";"24,9691266";"3,7538193";"2,3020833"
7.7.2020 12:50:14;7.7.2020 12:45:00;"2020070712145";"5MI";"3,3599539";"3,3614006";"3,3640047";"3,377315";"3,3602432";"3,3651622";"3,3868636";"3,3559029";"3,1652201";"3,1805557";"3,1015627";"3,1576969";"2,9797455";"2,9707755";"2,9797455";"2,9898728";"2,914352";"2,9068288";"2,9198497";"2,925058";"2,8515627";"2,8168405";"2,8553242";"2,8614006";"2,7364007";"2,7508682";"2,7447918";"2,7445024";"3,3656686";"3,367043";"3,1512589";"2,9800348";"2,9165221";"2,846282";"2,7441408";"31,6928636";"31,5967249";"15,0940119";"11,9770576";"4,4426881";"4,913267";"7,1447363";"24,8315141";"3,81875";"2,3891493"
