Datum;Uhrzeit;Nummer;Siebdauer gemessen [sek];Drehzahl Rinne [%];Materialbezeichnung [text];Eingesiebte Menge [kg];Tagesbunkerfüllstand [%];Materialfeuchte [%];Gültige Körner - Anzahl [-];Gültige Körner - Fläche [m2];Ungültige Cluster - Anzahl [-];Ungültige Cluster - Fläche [m2];Gültige Fläche [%];Verschmutzungs-Kennzahl [-];Zirkularität [-];Rundheit [-];DM [mm];DH [mm];SiebungAktiv;0..0.5mm (HG);0.5..3.15mm (HG);3.15..6.3mm (HG);6.3..10mm (HG);10..12.5mm (HG);12.5..16mm (HG);16..20mm (HG);20..25mm (HG);25..31.5mm (HG);31.5..40mm (HG);40..10000mm (HG);0..1mm (HF);1..2mm (HF);2..3mm (HF);3..4mm (HF);4..5mm (HF);5..6mm (HF);6..7mm (HF);7..8mm (HF);8..9mm (HF);9..10mm (HF);10..11mm (HF);11..12mm (HF);12..13mm (HF);13..14mm (HF);14..15mm (HF);15..16mm (HF);16..17mm (HF);17..18mm (HF);18..19mm (HF);19..20mm (HF);20..21mm (HF);21..22mm (HF);22..23mm (HF);23..24mm (HF);24..25mm (HF);25..26mm (HF);26..27mm (HF);27..28mm (HF);28..29mm (HF);29..30mm (HF);30..31mm (HF);31..32mm (HF);32..33mm (HF);33..34mm (HF);34..35mm (HF);35..36mm (HF);36..37mm (HF);37..38mm (HF);38..39mm (HF);39..40mm (HF);40..41mm (HF);41..42mm (HF);42..43mm (HF);43..44mm (HF);44..45mm (HF);45..46mm (HF);46..47mm (HF);47..48mm (HF);48..49mm (HF);49..50mm (HF);50..51mm (HF);51..52mm (HF);52..53mm (HF);53..54mm (HF);54..55mm (HF);55..56mm (HF);56..57mm (HF);57..58mm (HF);58..59mm (HF);59..60mm (HF);60..61mm (HF);61..62mm (HF);62..63mm (HF);63..64mm (HF);64..65mm (HF);65..66mm (HF);66..67mm (HF);67..68mm (HF);68..69mm (HF);69..70mm (HF);70..71mm (HF);71..72mm (HF);72..73mm (HF);73..74mm (HF);74..75mm (HF);75..76mm (HF);76..77mm (HF);77..78mm (HF);78..79mm (HF);79..80mm (HF);80..81mm (HF);81..82mm (HF);82..83mm (HF);83..84mm (HF);84..85mm (HF);85..86mm (HF);86..87mm (HF);87..88mm (HF);88..89mm (HF);89..90mm (HF);90..91mm (HF);91..92mm (HF);92..93mm (HF);93..94mm (HF);94..95mm (HF);95..96mm (HF);96..97mm (HF);97..98mm (HF);98..99mm (HF);99..100mm (HF);100..101mm (HF);101..102mm (HF);102..103mm (HF);103..104mm (HF);104..105mm (HF);105..106mm (HF);106..107mm (HF);107..108mm (HF);108..109mm (HF);109..110mm (HF);110..111mm (HF);111..112mm (HF);112..113mm (HF);113..114mm (HF);114..115mm (HF);115..116mm (HF);116..117mm (HF);117..118mm (HF);118..119mm (HF);119..120mm (HF);120..121mm (HF);121..122mm (HF);122..123mm (HF);123..124mm (HF);124..125mm (HF);125..126mm (HF);126..127mm (HF);127..128mm (HF);128..129mm (HF);129..130mm (HF);130..131mm (HF);131..132mm (HF);132..133mm (HF);133..134mm (HF);134..135mm (HF);135..136mm (HF);136..137mm (HF);137..138mm (HF);138..139mm (HF);139..140mm (HF);140..141mm (HF);141..142mm (HF);142..143mm (HF);143..144mm (HF);144..145mm (HF);145..146mm (HF);146..147mm (HF);147..148mm (HF);148..149mm (HF);149..150mm (HF);150..151mm (HF);151..152mm (HF);152..153mm (HF);153..154mm (HF);154..155mm (HF);155..156mm (HF);156..157mm (HF);157..158mm (HF);158..159mm (HF);159..160mm (HF);160..161mm (HF);161..162mm (HF);162..163mm (HF);163..164mm (HF);164..165mm (HF);165..166mm (HF);166..167mm (HF);167..168mm (HF);168..169mm (HF);169..170mm (HF);170..171mm (HF);171..172mm (HF);172..173mm (HF);173..174mm (HF);174..175mm (HF);175..176mm (HF);176..177mm (HF);177..178mm (HF);178..179mm (HF);179..180mm (HF);180..181mm (HF);181..182mm (HF);182..183mm (HF);183..184mm (HF);184..185mm (HF);185..186mm (HF);186..187mm (HF);187..188mm (HF);188..189mm (HF);189..190mm (HF);190..191mm (HF);191..192mm (HF);192..193mm (HF);193..194mm (HF);194..195mm (HF);195..196mm (HF);196..197mm (HF);197..198mm (HF);198..199mm (HF);199..200mm (HF)
01.02.2020;05:54:36,506;44_87_9;403.518819925375;0.005;12108;3072;46.6753;-1;593980;49.162404;958278;97.46508;33.5287782746105;60;0.551677849410744;0.809066114572128;21.117855806578;14.6293359011456;0;0;0.0136147;0.0672852;0.0885214;0.0471053;0.064435;0.0995184;0.208869;0.318961;0.091174;0.000515732;0;0;0.0109075;0.0172416;0.0216881;0.0234733;0.0250786;0.0257865;0.0238552;0.0213906;0.0197086;0.0182553;0.0181372;0.0173853;0.018388;0.0196659;0.0204403;0.0224706;0.0257872;0.0308203;0.0351189;0.037338;0.0411109;0.0459137;0.0493876;0.0535618;0.0536652;0.056858;0.0521638;0.0434454;0.0411472;0.0324847;0.0256046;0.0172645;0.0124122;0.00910757;0.00594338;0.00358772;0.000756074;0.00213324;0.000220312;0.00029542;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:02:56,267;44_89_11;403.933027626947;0.005;12108;3093;47.2117;-1;604057;49.56144;987129;98.070304;33.5709913445173;61;0.551597111588547;0.808240354260807;21.0269202060167;14.5093241441165;0;0;0.0141631;0.0681803;0.0895104;0.0473341;0.0653123;0.104112;0.211139;0.305288;0.0931503;0.00181038;0;0;0.0113625;0.0176946;0.0220541;0.0236589;0.0252497;0.0255937;0.0241716;0.0220687;0.0196466;0.0185332;0.0180771;0.0175584;0.0188277;0.0200032;0.02116;0.0252806;0.0271545;0.030517;0.0335386;0.0385642;0.0444007;0.0471221;0.0475138;0.0512879;0.0521421;0.0493266;0.0480817;0.0495526;0.0395011;0.03052;0.0220366;0.0188827;0.0144502;0.0100939;0.00491133;0.00491321;0.00128858;0.00144934;0.00109146;0.00071892;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:11:16,558;44_91_1;403.094995988533;0.005;12108;3083;46.9824;-1;599480;48.365812;990061;94.67232;33.8132296078923;60;0.549778624839589;0.807033188250262;20.507185816603;14.1277273441917;0;0;0.0147567;0.0710788;0.0949649;0.0519433;0.0703513;0.106662;0.217465;0.293844;0.0776203;0.00131348;0;0;0.0118298;0.0183817;0.0228196;0.0247924;0.0269731;0.026883;0.0259955;0.0231254;0.0211117;0.021306;0.0190419;0.0196534;0.0203127;0.020869;0.0223101;0.0254706;0.0277986;0.0310829;0.0360109;0.0395341;0.0435334;0.0477173;0.0506697;0.0519684;0.0491952;0.0446997;0.0528554;0.0445712;0.0367732;0.0264334;0.0209669;0.0146091;0.0138217;0.00645273;0.00486674;0.00210047;0.00214971;0;0.000917354;0;0;0.000396126;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:19:45,912;44_93_3;414.385132342577;0.005;12108;3085;46.9887;-1;607322;50.527072;983321;101.197112;33.3019237065068;61;0.549227141539256;0.807514583071073;20.4759162593224;14.2809769921794;0;0;0.0137968;0.0678577;0.0934014;0.0529387;0.0736404;0.110032;0.223296;0.293946;0.0702956;0.000795527;0;0;0.0111005;0.0172515;0.0217343;0.0236485;0.0262034;0.0266772;0.0251263;0.0233141;0.0217564;0.0208726;0.0207568;0.0201036;0.0209695;0.02212;0.0230917;0.0261298;0.0292507;0.0315598;0.037131;0.0417082;0.0456058;0.0487791;0.0500722;0.0497351;0.0505776;0.0484874;0.046675;0.0447525;0.0374481;0.0285946;0.0174492;0.0128625;0.00908466;0.00830612;0.00583138;0.00251339;0.00115072;0.000773015;0.000535754;0;0.000259773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:28:26,032;44_95_5;414.09259884432;0.005;12108;3095;46.7573;-1;613120;53.100944;1002227;102.36456;34.1560942033803;60;0.549422607586843;0.80780629968329;20.4157064210465;14.4143391621137;0;0;0.013224;0.0646427;0.0925749;0.0523805;0.0739668;0.117604;0.227761;0.289969;0.0672844;0.000593348;0;0;0.0106095;0.0163947;0.0203969;0.022904;0.0254365;0.0261364;0.025158;0.0234056;0.0214092;0.0207016;0.0204778;0.0199119;0.0215179;0.022329;0.023483;0.0286615;0.0320382;0.0334209;0.0378927;0.0427511;0.0432412;0.05087;0.0530056;0.0547267;0.0523511;0.0492734;0.0447404;0.0420685;0.035054;0.0252829;0.0196317;0.0137729;0.00669855;0.00505219;0.00451006;0.00174194;0.00186076;0.000488438;0.000593348;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:37:15,888;44_97_7;414.521051140502;0.005;12108;3081;47.4391;-1;617112;52.269012;1048643;106.053264;33.0143131595708;61;0.549533725469962;0.80743155994243;20.3804775737225;14.1766712912827;0;0;0.0140741;0.0691029;0.0953676;0.0523615;0.0724232;0.113402;0.218057;0.294585;0.0696311;0.000995646;0;0;0.0112788;0.0177657;0.0221631;0.0241046;0.0266152;0.0272666;0.0255881;0.0237626;0.021894;0.0204342;0.0201953;0.0201504;0.0204356;0.0216752;0.0242397;0.0265128;0.0295928;0.033057;0.0370278;0.0396518;0.0441529;0.0481981;0.049026;0.052044;0.0539794;0.0506926;0.0467255;0.0418261;0.0326072;0.0304774;0.0189246;0.0137572;0.0080536;0.00581464;0.00499869;0.00277256;0.00105801;0.000484598;0.000266965;0.000285398;0;0;0.000443282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:46:15,883;44_99_9;414.318355835043;0.005;12108;3072;47.6073;-1;614394;50.528048;1084852;102.312208;33.0593845642342;60;0.549239417346213;0.806419562164731;20.0501652540818;13.8161786858751;0;0;0.0157106;0.0734274;0.0969274;0.0538847;0.073559;0.118214;0.224022;0.279824;0.0629696;0.00146192;0;0;0.0125957;0.0195319;0.0237336;0.025147;0.0275387;0.0279073;0.0261136;0.0234975;0.0216468;0.0213729;0.0203931;0.0204367;0.0204372;0.0231569;0.0245147;0.0267825;0.0302232;0.0366934;0.0396103;0.0405649;0.04513;0.0474329;0.0512839;0.0531746;0.0493205;0.0475801;0.043931;0.0390682;0.0320159;0.0257864;0.0191063;0.0118918;0.00853683;0.0040588;0.00372263;0.00241956;0.00192114;0.000259352;0.000625277;0.000341885;0.000494762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;06:54:36,236;44_101_11;363.994274279103;0.005;12108;3126;47.5408;-1;540136;42.51314;841798;88.50376;32.4485925098213;60;0.548176415040529;0.805983570845504;20.2140821185251;14.0040449667972;0;0;0.0148299;0.0712407;0.0959569;0.0528268;0.0731038;0.116024;0.226368;0.276999;0.0726508;0;0;0;0.0118992;0.0184564;0.0230352;0.0246353;0.027162;0.0265967;0.0260342;0.0242084;0.0219465;0.020819;0.020127;0.0191516;0.0209202;0.0229664;0.0241754;0.0281009;0.0318628;0.0318849;0.0407536;0.0415835;0.0426078;0.050373;0.0510505;0.0503968;0.0507298;0.04892;0.039057;0.0417441;0.0312999;0.0290721;0.017072;0.0149674;0.0106317;0.00766685;0.00290127;0.00277199;0.000916835;0.00150139;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:02:46,355;44_103_1;393.610349918716;0.005;12108;3032;47.2508;-1;583171;46.898712;995707;93.210872;33.4728793427864;60;0.546533688072128;0.803457250993842;20.1000580076835;13.7634026276301;0;0;0.0154757;0.075115;0.100916;0.0541777;0.0744334;0.113506;0.212381;0.276831;0.0757931;0.0013708;0;0;0.0124657;0.0190832;0.0240172;0.0263655;0.0287559;0.0285957;0.027161;0.0250628;0.022623;0.0208602;0.0209073;0.0205454;0.0215981;0.022077;0.0234384;0.0275302;0.0280397;0.0344978;0.035409;0.0376418;0.0454891;0.0451344;0.0487069;0.0499297;0.0529517;0.051455;0.0414627;0.0343335;0.0313053;0.0298583;0.0211259;0.0129661;0.010437;0.00729064;0.0064852;0.00156028;0.00111601;0.000346645;0;0;0.000401277;0.000400045;0;0;0;0.000569478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:11:05,849;44_105_3;414.080800432712;0.005;12108;3083;47.0644;-1;602813;43.4392;1062103;93.863976;31.6374327714022;60;0.545977516881933;0.799960576462705;19.2895130594281;12.7131570671741;0;0;0.0190376;0.0931348;0.115472;0.0583319;0.0752185;0.110485;0.198471;0.256394;0.0726834;0.000772045;0;0;0.0152941;0.0240701;0.0302004;0.0324305;0.0341853;0.0328548;0.0307828;0.0278262;0.0247555;0.0222955;0.0223772;0.0213969;0.020458;0.0222672;0.0248171;0.0276181;0.0280531;0.0299971;0.0353676;0.0377041;0.0399288;0.0415763;0.0438938;0.0495669;0.0468023;0.040745;0.0387935;0.0346091;0.0320568;0.0270164;0.0181252;0.0127144;0.0130078;0.00632578;0.0039751;0.00435021;0.000288232;0.000700706;0;0.000366265;0;0.00040578;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:19:46,346;45_107_5;403.827525597997;0.005;12108;3079;47.2381;-1;601618;44.252784;1005410;95.869952;31.5814444274054;59;0.548171650485944;0.803942213707971;19.838984829182;13.2564963217301;0;0;0.0172171;0.0848636;0.107766;0.0550082;0.0735991;0.102875;0.202366;0.281734;0.0745713;0;0;0;0.01382;0.0219591;0.0272818;0.0295575;0.0316207;0.0311358;0.0285883;0.0258835;0.0229217;0.0214239;0.0209225;0.0211332;0.0205739;0.021632;0.0228749;0.0233191;0.0265883;0.0300925;0.0334392;0.0376304;0.0397158;0.0467617;0.0448188;0.046724;0.051806;0.0498344;0.0463951;0.03803;0.0349827;0.0283364;0.0185879;0.0140757;0.0118799;0.00631804;0.00388048;0.00310977;0.00169095;0.000654269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:28:16,231;45_109_7;353.681154644117;0.005;12108;3113;47.0453;-1;520239;37.893132;766600;83.408;31.238893961847;59;0.547844375367276;0.805226501193829;20.2782373781256;13.8780705729509;0;0;0.0152338;0.0750681;0.0979766;0.0523471;0.0703838;0.110458;0.215111;0.288317;0.0736464;0.00145855;0;0;0.0122421;0.0193831;0.0241869;0.0260843;0.027587;0.028306;0.0259735;0.0245156;0.0218942;0.0203049;0.0199407;0.019533;0.0200815;0.0209766;0.0233657;0.0265017;0.0294032;0.0311869;0.0348168;0.038841;0.04607;0.0485716;0.0468121;0.0513134;0.0497731;0.0478914;0.0468832;0.042122;0.035285;0.0288509;0.0186009;0.0161301;0.00956332;0.0071099;0.00435938;0.00245156;0.00100052;0.000628446;0;0.000379188;0;0.000471516;0;0;0.000607848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:36:26,366;47_111_9;333.031985119916;0.005;12108;3075;46.8501;-1;499350;38.77692;710009;85.006584;31.3264035569715;59;0.549907111587447;0.808847942565949;21.2860181033871;14.9824161366497;0;0;0.0129403;0.0615202;0.0825205;0.0465185;0.065146;0.105468;0.21617;0.316599;0.0910498;0.00206806;0;0;0.0104496;0.015842;0.0196916;0.0215386;0.0235545;0.0233374;0.0221736;0.0203937;0.019155;0.0186665;0.0180761;0.0172235;0.0178316;0.0207117;0.0222966;0.0241073;0.027133;0.0319308;0.0345271;0.0410523;0.0429469;0.0491401;0.0485034;0.0541188;0.0566484;0.0531865;0.0547136;0.043116;0.037456;0.0360407;0.0208969;0.0194726;0.012213;0.00731548;0.00434227;0.00529103;0.000876703;0.00196117;0.00067204;0.00106447;0.000331546;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:44:05,812;47_113_11;394.344502618536;0.005;12108;3054;46.7968;-1;580222;54.58176;674698;89.357096;37.9201012963449;61;0.552389698458637;0.814318025383557;22.1959281791434;16.5128527736915;0;0;0.00832704;0.0441097;0.0720025;0.0424015;0.0632862;0.103384;0.22289;0.339358;0.10198;0.00226028;0;0;0.00670791;0.0104201;0.0136609;0.0161827;0.0187889;0.0201838;0.0197913;0.0187036;0.0174731;0.0168727;0.0162293;0.0178605;0.01759;0.0196621;0.0200459;0.0235096;0.0277793;0.0320495;0.0343096;0.0421252;0.0447534;0.051066;0.050636;0.0587918;0.0596847;0.0594414;0.0524636;0.048658;0.0416086;0.0356991;0.0249791;0.0198636;0.0138073;0.0120417;0.00487159;0.00391652;0.00287368;0.00263773;0.00115849;0.000425975;0.000457679;0.000218129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;07:52:26,265;47_115_1;282.555664338171;5.5;12108;3113;46.8317;-1;419339;36.069308;349890;73.564976;32.8996612045188;60;0.553307746097052;0.815156143203342;22.5858212708374;17.0497325728811;0;0;0.00740988;0.0400885;0.0680097;0.0390515;0.0574534;0.0971368;0.230694;0.35026;0.107782;0.00211404;0;0;0.00596842;0.00920746;0.0123338;0.0147557;0.017945;0.0190528;0.018361;0.0178838;0.0161582;0.0153642;0.0153026;0.0154578;0.0158115;0.0184104;0.0200068;0.0208226;0.0257549;0.0305526;0.0346736;0.0406709;0.0454315;0.0526242;0.0572943;0.0606927;0.055903;0.0600917;0.0596561;0.0512444;0.045144;0.036448;0.030127;0.0212771;0.0143583;0.0108505;0.00572292;0.00230479;0.0028894;0.001332;0.000470261;0.000234685;0.000587725;0.000372076;0;0;0.000449297;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01.02.2020;08:01:46,032;47_117_4;283.010284516029;0.005;12108;3075;47.5427;-1;418781;32.275568;414458;70.773032;31.3207243960617;59;0.551650698457611;0.812681460467568;22.3001148863949;16.3535164958029;0;0;0.0097461;0.0474869;0.0698975;0.041116;0.0578725;0.0990284;0.220129;0.3495;0.102862;0.00236208;0;0;0.00786946;0.011967;0.015117;0.0167995;0.0185961;0.0200114;0.0192413;0.0175288;0.0162577;0.0168011;0.0157246;0.0155024;0.0160994;0.0186032;0.0198171;0.0227608;0.0267915;0.0296591;0.033306;0.0375937;0.0434833;0.0527887;0.0529572;0.0594486;0.0584742;0.0595868;0.0517501;0.0548891;0.0473218;0.0349248;0.0299345;0.0179029;0.0159388;0.00825994;0.00552098;0.0046448;0.00244385;0.00132038;0.000298035;0.00101538;0.000335266;0.000713394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
